name,data_size,seed,avg_node_size
out_place_n0,1950000,3,2878
out_place_n0,1960000,3,2872
out_place_n0,1970000,3,2874
out_place_n0,1980000,3,2852
out_place_n0,1990000,3,2836
out_place_n0,2000000,3,2838
out_place_n2,1000000,3,24384
out_place_n2,1010000,3,25122
out_place_n2,1020000,3,18811
out_place_n2,1030000,3,18972
out_place_n2,1040000,3,17816
out_place_n2,1050000,3,18996
out_place_n2,1060000,3,19520
out_place_n2,1070000,3,19001
out_place_n2,1080000,3,19512
out_place_n2,1090000,3,17199
out_place_n2,1100000,3,18523
out_place_n2,1110000,3,17771
out_place_n2,1120000,3,18854
out_place_n2,1130000,3,21640
out_place_n2,1140000,3,20611
out_place_n2,1150000,3,21984
out_place_n2,1160000,3,23530
out_place_n2,1170000,3,20413
out_place_n2,1180000,3,20228
out_place_n2,1190000,3,19078
out_place_n2,1200000,3,17029
out_place_n2,1210000,3,18521
out_place_n2,1220000,3,19587
out_place_n2,1230000,3,19122
out_place_n2,1240000,3,19276
out_place_n2,1250000,3,17487
out_place_n2,1260000,3,17385
out_place_n2,1270000,3,17805
out_place_n2,1280000,3,20860
out_place_n2,1290000,3,21032
out_place_n2,1300000,3,20539
out_place_n2,1310000,3,18340
out_place_n2,1320000,3,17503
out_place_n2,1330000,3,16523
out_place_n2,1340000,3,18502
out_place_n2,1350000,3,17876
out_place_n2,1360000,3,19294
out_place_n2,1370000,3,18136
out_place_n2,1380000,3,21461
out_place_n2,1390000,3,21266
out_place_n2,1400000,3,21773
out_place_n2,1410000,3,21268
out_place_n2,1420000,3,22058
out_place_n2,1430000,3,21548
out_place_n2,1440000,3,24281
out_place_n2,1450000,3,22538
out_place_n2,1460000,3,21996
out_place_n2,1470000,3,22173
out_place_n2,1480000,3,23002
out_place_n2,1490000,3,21495
out_place_n2,1500000,3,21933
out_place_n2,1510000,3,19773
out_place_n2,1520000,3,19377
out_place_n2,1530000,3,20830
out_place_n2,1540000,3,19913
out_place_n2,1550000,3,21419
out_place_n2,1560000,3,19653
out_place_n2,1570000,3,21107
out_place_n2,1580000,3,19440
out_place_n2,1590000,3,18612
out_place_n2,1600000,3,17508
out_place_n2,1610000,3,17595
out_place_n2,1620000,3,16779
out_place_n2,1630000,3,17249
out_place_n2,1640000,3,16313
out_place_n2,1650000,3,17648
out_place_n2,1660000,3,16520
out_place_n2,1670000,3,17107
out_place_n2,1680000,3,17762
out_place_n2,1690000,3,17692
out_place_n2,1700000,3,19414
out_place_n2,1710000,3,20716
out_place_n2,1720000,3,21110
out_place_n2,1730000,3,20487
out_place_n2,1740000,3,19221
out_place_n2,1750000,3,18895
out_place_n2,1760000,3,19235
out_place_n2,1770000,3,18932
out_place_n2,1780000,3,20585
out_place_n2,1790000,3,22235
out_place_n2,1800000,3,21841
out_place_n2,1810000,3,22221
out_place_n2,1820000,3,22917
out_place_n2,1830000,3,23984
out_place_n2,1840000,3,22053
out_place_n2,1850000,3,24239
out_place_n2,1860000,3,25044
out_place_n2,1870000,3,25149
out_place_n2,1880000,3,23362
out_place_n2,1890000,3,21613
out_place_n2,1900000,3,20784
out_place_n2,1910000,3,21116
out_place_n2,1920000,3,18930
out_place_n2,1930000,3,19807
out_place_n2,1940000,3,19492
out_place_n2,1950000,3,18485
out_place_n2,1960000,3,20101
out_place_n2,1970000,3,18145
out_place_n2,1980000,3,17756
out_place_n2,1990000,3,17844
out_place_n2,2000000,3,17749
out_place_n8,1000000,3,24384
out_place_n8,1010000,3,22894
out_place_n8,1020000,3,23116
out_place_n8,1030000,3,21374
out_place_n8,1040000,3,24077
out_place_n8,1050000,3,24330
out_place_n8,1060000,3,22948
out_place_n8,1070000,3,23229
out_place_n8,1080000,3,25643
out_place_n8,1090000,3,22633
out_place_n8,1100000,3,21905
out_place_n8,1110000,3,22075
out_place_n8,1120000,3,23264
out_place_n8,1130000,3,25583
out_place_n8,1140000,3,23202
out_place_n8,1150000,3,26008
out_place_n8,1160000,3,25141
out_place_n8,1170000,3,24823
out_place_n8,1180000,3,25574
out_place_n8,1190000,3,24744
out_place_n8,1200000,3,24970
out_place_n8,1210000,3,24617
out_place_n8,1220000,3,26428
out_place_n8,1230000,3,24982
out_place_n8,1240000,3,22097
out_place_n8,1250000,3,23045
out_place_n8,1260000,3,24133
out_place_n8,1270000,3,21815
out_place_n8,1280000,3,23634
out_place_n8,1290000,3,23398
out_place_n8,1300000,3,23163
out_place_n8,1310000,3,23295
out_place_n8,1320000,3,27402
out_place_n8,1330000,3,24978
out_place_n8,1340000,3,22659
out_place_n8,1350000,3,22408
out_place_n8,1360000,3,24683
out_place_n8,1370000,3,21321
out_place_n8,1380000,3,23319
out_place_n8,1390000,3,23900
out_place_n8,1400000,3,24059
out_place_n8,1410000,3,22300
out_place_n8,1420000,3,22135
out_place_n8,1430000,3,23355
out_place_n8,1440000,3,26064
out_place_n8,1450000,3,24064
out_place_n8,1460000,3,22739
out_place_n8,1470000,3,22512
out_place_n8,1480000,3,22673
out_place_n8,1490000,3,23937
out_place_n8,1500000,3,22981
out_place_n8,1510000,3,23135
out_place_n8,1520000,3,23661
out_place_n8,1530000,3,22737
out_place_n8,1540000,3,24349
out_place_n8,1550000,3,22730
out_place_n8,1560000,3,23937
out_place_n8,1570000,3,24087
out_place_n8,1580000,3,24625
out_place_n8,1590000,3,24367
out_place_n8,1600000,3,24136
out_place_n8,1610000,3,24682
out_place_n8,1620000,3,23724
out_place_n8,1630000,3,23191
out_place_n8,1640000,3,22367
out_place_n8,1650000,3,22193
out_place_n8,1660000,3,23247
out_place_n8,1670000,3,23090
out_place_n8,1680000,3,22009
out_place_n8,1690000,3,22455
out_place_n8,1700000,3,24936
out_place_n8,1710000,3,22450
out_place_n8,1720000,3,21991
out_place_n8,1730000,3,22356
out_place_n8,1740000,3,22496
out_place_n8,1750000,3,22629
out_place_n8,1760000,3,22225
out_place_n8,1770000,3,22936
out_place_n8,1780000,3,23953
out_place_n8,1790000,3,26202
out_place_n8,1800000,3,23928
out_place_n8,1810000,3,23414
out_place_n8,1820000,3,24178
out_place_n8,1830000,3,24980
out_place_n8,1840000,3,25451
out_place_n8,1850000,3,24537
out_place_n8,1860000,3,27655
out_place_n8,1870000,3,25183
out_place_n8,1880000,3,25704
out_place_n8,1890000,3,24806
out_place_n8,1900000,3,24914
out_place_n8,1910000,3,22654
out_place_n8,1920000,3,23359
out_place_n8,1930000,3,23741
out_place_n8,1940000,3,26480
out_place_n8,1950000,3,26610
out_place_n8,1960000,3,26052
out_place_n8,1970000,3,24557
out_place_n8,1980000,3,24390
out_place_n8,1990000,3,24791
out_place_n8,2000000,3,23735
baseline,1000000,3,24384
baseline,1010000,3,24628
baseline,1020000,3,24872
baseline,1030000,3,25116
baseline,1040000,3,25360
baseline,1050000,3,25604
baseline,1060000,3,25848
baseline,1070000,3,26092
baseline,1080000,3,26335
baseline,1090000,3,26579
baseline,1100000,3,26823
baseline,1110000,3,27067
baseline,1120000,3,27311
baseline,1130000,3,27555
baseline,1140000,3,27799
baseline,1150000,3,28043
baseline,1160000,3,27613
baseline,1170000,3,27851
baseline,1180000,3,28089
baseline,1190000,3,28327
baseline,1200000,3,28566
baseline,1210000,3,28804
baseline,1220000,3,29042
baseline,1230000,3,29280
baseline,1240000,3,29518
baseline,1250000,3,29756
baseline,1260000,3,29994
baseline,1270000,3,30232
baseline,1280000,3,30470
baseline,1290000,3,30708
baseline,1300000,3,30946
baseline,1310000,3,31185
baseline,1320000,3,31423
baseline,1330000,3,31661
baseline,1340000,3,31899
baseline,1350000,3,32137
baseline,1360000,3,32375
baseline,1370000,3,32613
baseline,1380000,3,32851
baseline,1390000,3,33089
baseline,1400000,3,33327
baseline,1410000,3,33566
baseline,1420000,3,33804
baseline,1430000,3,34042
baseline,1440000,3,34280
baseline,1450000,3,34518
baseline,1460000,3,34756
baseline,1470000,3,34994
baseline,1480000,3,35232
baseline,1490000,3,35470
baseline,1500000,3,35708
baseline,1510000,3,35946
baseline,1520000,3,36185
baseline,1530000,3,36423
baseline,1540000,3,36661
baseline,1550000,3,36899
baseline,1560000,3,37137
baseline,1570000,3,37375
baseline,1580000,3,37613
baseline,1590000,3,37851
baseline,1600000,3,38089
baseline,1610000,3,38327
baseline,1620000,3,38566
baseline,1630000,3,38804
baseline,1640000,3,39042
baseline,1650000,3,39280
baseline,1660000,3,39518
baseline,1670000,3,39756
baseline,1680000,3,39994
baseline,1690000,3,40232
baseline,1700000,3,40470
baseline,1710000,3,40708
baseline,1720000,3,40946
baseline,1730000,3,41185
baseline,1740000,3,41423
baseline,1750000,3,41661
baseline,1760000,3,41899
baseline,1770000,3,42137
baseline,1780000,3,42375
baseline,1790000,3,42613
baseline,1800000,3,42851
baseline,1810000,3,43089
baseline,1820000,3,43327
baseline,1830000,3,43566
baseline,1840000,3,43804
baseline,1850000,3,44042
baseline,1860000,3,44280
baseline,1870000,3,44518
baseline,1880000,3,44756
baseline,1890000,3,44994
baseline,1900000,3,45232
baseline,1910000,3,45470
baseline,1920000,3,45708
baseline,1930000,3,45946
baseline,1940000,3,46185
baseline,1950000,3,46423
baseline,1960000,3,46661
baseline,1970000,3,46899
baseline,1980000,3,47137
baseline,1990000,3,47375
baseline,2000000,3,47613
